01459|LJSpeech|ɹᵻlˈæps wʌz ɹˈæpɪd ænd ɪnˈɛvᵻɾəbəl, sˌoʊ ðætðə lˈæɾɚ stˈeɪt ʌvðə pɹˈɪzən wʌz wˈɜːs ðɐn ðə fˈɜːst.|ɹᵻlˈæps wʌz ɹˈæpɪd ænd ɪnˈɛvᵻɾəbəl, sˌoʊ ðætðə lˈæɾɚ stˈeɪt ʌvðə pɹˈɪzən wʌz wˈɜːs ðɐn ðə fˈɜːst.
00529|LJSpeech|hˈʌndɹɪdz ʌv wˈɪmɪn ænd tʃˈɪldɹən kˈeɪm ɪn ˈɛvɹi mˈɔːɹnɪŋ tə spˈɛnd ðə dˈeɪ ðˈɛɹ, ænd ðɛɹwˌʌz nˈoʊ lˌɪmɪtˈeɪʃən wʌtˈɛvɚ tə ðə nˈʌmbɚz ʌv vˈɪzɪɾɚz ɐdmˈɪɾᵻd tə ðə dˈɛɾɚz sˈaɪd.|hˈʌndɹɪdz ʌv wˈɪmɪn ænd tʃˈɪldɹən kˈeɪm ɪn ˈɛvɹi mˈɔːɹnɪŋ tə spˈɛnd ðə dˈeɪ ðˈɛɹ, ænd ðɛɹwˌʌz nˈoʊ lˌɪmɪtˈeɪʃən wʌtˈɛvɚ tə ðə nˈʌmbɚz ʌv vˈɪzɪɾɚz ɐdmˈɪɾᵻd tə ðə dˈɛɾɚz sˈaɪd.
02068|LJSpeech|ðə jˈoʊmən wʌz, haʊˈɛvɚ, ˌʌndɚsˈoʊld baɪ hɪz wˈaɪf, "ɹˈoʊzi ˈɛmə,"|ðə jˈoʊmən wʌz, haʊˈɛvɚ, ˌʌndɚsˈoʊld baɪ hɪz wˈaɪf, "ɹˈoʊzi ˈɛmə,"
01559|LJSpeech|ðə mˈeɪtɹən dᵻpˈoʊzd tə hˌævɪŋ sˈiːn ðə ɡˈeɪtswˈʊmən "ɛksˈiːdɪŋli dɹˈʌŋk," ænd hˌævɪŋ bˌɪn ɪnsˈʌltᵻd baɪ hɜː.|ðə mˈeɪtɹən dᵻpˈoʊzd tə hˌævɪŋ sˈiːn ðə ɡˈeɪtswˈʊmən "ɛksˈiːdɪŋli dɹˈʌŋk," ænd hˌævɪŋ bˌɪn ɪnsˈʌltᵻd baɪ hɜː.
01551|LJSpeech|ðə ɡˈʌvɚnɚ hɪmsˈɛlf ɐdmˈɪɾᵻd ðˌæɾə pɹˈɪzənɚɹ ʌv wˈiːk ˈɪntəlˌɛkt hˌuː hɐdbɪn sᵻvˈɪɹli bˈiːʔn̩ ænd mˈʌtʃ ˈɪndʒɚd baɪ ɐ wˈɔːɹdzmən dɪdnˌɑːt dˈɛɹ kəmplˈeɪn|ðə ɡˈʌvɚnɚ hɪmsˈɛlf ɐdmˈɪɾᵻd ðˌæɾə pɹˈɪzənɚɹ ʌv wˈiːk ˈɪntəlˌɛkt hˌuː hɐdbɪn sᵻvˈɪɹli bˈiːʔn̩ ænd mˈʌtʃ ˈɪndʒɚd baɪ ɐ wˈɔːɹdzmən dɪdnˌɑːt dˈɛɹ kəmplˈeɪn
00586|LJSpeech|ðə slˈiːpɚz kˈʌvɚd ðɪ ɛntˈaɪɚ flˈoːɹ, wɪððɪ ɛksˈɛpʃən əvə pˈæsɪdʒ ɪnðə mˈɪdəl.|ðə slˈiːpɚz kˈʌvɚd ðɪ ɛntˈaɪɚ flˈoːɹ, wɪððɪ ɛksˈɛpʃən əvə pˈæsɪdʒ ɪnðə mˈɪdəl.
01751|LJSpeech|ænd wɪð ˈɔːl ðˈɪs "ðə mˈoʊst dɹˈɛdfəl ˈoʊθs, ðə wˈɜːst lˈæŋɡwɪdʒ, tˈuː bˈæd təbi ɹᵻpˈiːɾᵻd," wɜː mˌeɪd jˈuːs ʌv ˈɛvɹi nˈaɪt.|ænd wɪð ˈɔːl ðˈɪs "ðə mˈoʊst dɹˈɛdfəl ˈoʊθs, ðə wˈɜːst lˈæŋɡwɪdʒ, tˈuː bˈæd təbi ɹᵻpˈiːɾᵻd," wɜː mˌeɪd jˈuːs ʌv ˈɛvɹi nˈaɪt.
01757|LJSpeech|wɜː dʒˈʌmbəld ˌʌp təɡˈɛðɚ, hˈɪɡəldipˈɪɡəldi, ðɪ ˈoʊld ænd ðə jˈʌŋ, ðə mˈɜːdɚɹɚ ænd ðə tʃˈaɪld hˌuː hæd bɹˈoʊkən ˌɪntʊ ɐ dwˈɛlɪŋ.|wɜː dʒˈʌmbəld ˌʌp təɡˈɛðɚ, hˈɪɡəldipˈɪɡəldi, ðɪ ˈoʊld ænd ðə jˈʌŋ, ðə mˈɜːdɚɹɚ ænd ðə tʃˈaɪld hˌuː hæd bɹˈoʊkən ˌɪntʊ ɐ dwˈɛlɪŋ.
01093|LJSpeech|sˌoʊ plˈɛntifəl wʌz ðɪs dˈaɪətɚɹi, ðæt ɔːlðˈoʊ ðɪ ˈoʊld pɚmˈɪʃən ɹᵻmˈeɪnd ɪn fˈoːɹs ʌv ɐlˈaʊɪŋ ðə fɹˈɛndz ʌv pɹˈɪzənɚz tə bɹˈɪŋ ðˌɛm səplˈaɪz fɹʌm aʊtsˈaɪd,|sˌoʊ plˈɛntifəl wʌz ðɪs dˈaɪətɚɹi, ðæt ɔːlðˈoʊ ðɪ ˈoʊld pɚmˈɪʃən ɹᵻmˈeɪnd ɪn fˈoːɹs ʌv ɐlˈaʊɪŋ ðə fɹˈɛndz ʌv pɹˈɪzənɚz tə bɹˈɪŋ ðˌɛm səplˈaɪz fɹʌm aʊtsˈaɪd,
01332|LJSpeech|sˌʌm ɹᵻfˈɔːɹmz hæd sˈɜːʔn̩li bˌɪn ˌɪntɹədˈuːst, sˈʌtʃ ɐz ðɪ ˌæbəlˈɪʃən ʌv ˈaɪɚnz, ɔːlɹˌɛdi ɹᵻfˈɜːd tuː, ænd ðɪ ɪstˈæblɪʃmənt ʌv mˈeɪl ænd fˈiːmeɪl ɪnfˈɜːmɚɹiz.|sˌʌm ɹᵻfˈɔːɹmz hæd sˈɜːʔn̩li bˌɪn ˌɪntɹədˈuːst, sˈʌtʃ ɐz ðɪ ˌæbəlˈɪʃən ʌv ˈaɪɚnz, ɔːlɹˌɛdi ɹᵻfˈɜːd tuː, ænd ðɪ ɪstˈæblɪʃmənt ʌv mˈeɪl ænd fˈiːmeɪl ɪnfˈɜːmɚɹiz.
01577|LJSpeech|wˈʌn mˈæn hˌuː hɐdbɪn ɪnðə kəndˈɛmd wˈɔːɹd fɔːɹ tˈuː mˈʌnθs, sˈɛd ðə ɡˈʌvɚnɚɹ ˈoʊnli kˈeɪm ðɛɹ fˈoːɹ tˈaɪmz.|wˈʌn mˈæn hˌuː hɐdbɪn ɪnðə kəndˈɛmd wˈɔːɹd fɔːɹ tˈuː mˈʌnθs, sˈɛd ðə ɡˈʌvɚnɚɹ ˈoʊnli kˈeɪm ðɛɹ fˈoːɹ tˈaɪmz.
00039|LJSpeech|ænd ɪz vˈɛɹi sˈɪmpəl ænd lˈɛdʒəbəl, ænd ʌnɐfˈɛktᵻdli dɪzˈaɪnd fɔːɹ jˈuːs; bˌʌt ɪɾ ɪz baɪ nˈoʊ mˈiːnz wɪðˌaʊt bjˈuːɾi.|ænd ɪz vˈɛɹi sˈɪmpəl ænd lˈɛdʒəbəl, ænd ʌnɐfˈɛktᵻdli dɪzˈaɪnd fɔːɹ jˈuːs; bˌʌt ɪɾ ɪz baɪ nˈoʊ mˈiːnz wɪðˌaʊt bjˈuːɾi.
01993|LJSpeech|ðeɪ wɜː tˈeɪkən ɪn ɐ kˈɑːɹt tə ðə plˈeɪs ʌv ˌɛksɪkjˈuːʃən, ɐmˈɪdst ɐ vˈæst kˈɑːŋkoːɹs ʌv pˈiːpəl.|ðeɪ wɜː tˈeɪkən ɪn ɐ kˈɑːɹt tə ðə plˈeɪs ʌv ˌɛksɪkjˈuːʃən, ɐmˈɪdst ɐ vˈæst kˈɑːŋkoːɹs ʌv pˈiːpəl.
01219|LJSpeech|wˈɛns ɪt dᵻdˈuːst ðə pɹˈæktɪs ænd kəndˈɪʃən ʌv ˈɛvɹi pɹˈɪzən ðæt ɹᵻplˈaɪd.|wˈɛns ɪt dᵻdˈuːst ðə pɹˈæktɪs ænd kəndˈɪʃən ʌv ˈɛvɹi pɹˈɪzən ðæt ɹᵻplˈaɪd.
00988|LJSpeech|wˌɪtʃ hæd kəntˈɪnjuːd θɹuː ðæt lˈɔŋ pˈiəɹɪəd, ɑːɹ fˈoːɹsᵻbli pˈɔɪntᵻd ˈaʊt.|wˌɪtʃ hæd kəntˈɪnjuːd θɹuː ðæt lˈɔŋ pˈiəɹɪəd, ɑːɹ fˈoːɹsᵻbli pˈɔɪntᵻd ˈaʊt.
01252|LJSpeech|ɪn twˈɛntitˈuː kˈaʊnti dʒˈeɪlz ðɛɹwˌɜː wˈʌn θˈaʊzənd sˈɪkstiθɹˈiː slˈiːpɪŋ sˈɛlz ɪn ˈɔːl ɪn ˈeɪtiːn twˈɛntiθɹˈiː|ɪn twˈɛntitˈuː kˈaʊnti dʒˈeɪlz ðɛɹwˌɜː wˈʌn θˈaʊzənd sˈɪkstiθɹˈiː slˈiːpɪŋ sˈɛlz ɪn ˈɔːl ɪn ˈeɪtiːn twˈɛntiθɹˈiː
00734|LJSpeech|bˌʌt ðeɪ nˌɛvɚðəlˈɛs fɹˈiːkwəntli mˈænɪdʒd tə sᵻkɹˈiːt ðə mˈiːnz ʌv mˌeɪkɪŋ ɐwˈeɪ wɪð ðɛmsˈɛlvz, ænd ɐkˈɑːmplɪʃt ðɛɹ pˈɜːpəs.|bˌʌt ðeɪ nˌɛvɚðəlˈɛs fɹˈiːkwəntli mˈænɪdʒd tə sᵻkɹˈiːt ðə mˈiːnz ʌv mˌeɪkɪŋ ɐwˈeɪ wɪð ðɛmsˈɛlvz, ænd ɐkˈɑːmplɪʃt ðɛɹ pˈɜːpəs.
00528|LJSpeech|bᵻsˌaɪdz ðˈɪs, ɔːlðˈoʊ ðə fˈæmɪliz ʌv dˈɛɾɚz wɜː nˌoʊ lˈɑːŋɡɚ pɚmˈɪɾᵻd tə lˈɪv wɪð ðˌɛm ɪnsˈaɪd ðə dʒˈeɪl,|bᵻsˌaɪdz ðˈɪs, ɔːlðˈoʊ ðə fˈæmɪliz ʌv dˈɛɾɚz wɜː nˌoʊ lˈɑːŋɡɚ pɚmˈɪɾᵻd tə lˈɪv wɪð ðˌɛm ɪnsˈaɪd ðə dʒˈeɪl,
00217|LJSpeech|ðˈiːz wɜː: wˈʌn. ðə mˈeɪl dˈɛɾɚz sˈaɪd.|ðˈiːz wɜː: wˈʌn. ðə mˈeɪl dˈɛɾɚz sˈaɪd.
02083|LJSpeech|ˈæftɚ ðə jˈoʊmən hæd ɹᵻkwˈɛstᵻd hˌɪm tə stˈænd ˈʌp, hiː pˈɪniənd hˌɪm,æz ðə nˈuːɡeɪt fɹˈeɪz ɪz|ˈæftɚ ðə jˈoʊmən hæd ɹᵻkwˈɛstᵻd hˌɪm tə stˈænd ˈʌp, hiː pˈɪniənd hˌɪm,æz ðə nˈuːɡeɪt fɹˈeɪz ɪz
00878|LJSpeech|mˈɪstɚ nˈiːld, ɐ sˈɛkənd hˈaʊɚd,|mˈɪstɚ nˈiːld, ɐ sˈɛkənd hˈaʊɚd,
01886|LJSpeech|dɹˈɪŋk, ɡˈeɪmɪŋ, əbsˈiːn ænd blˈæsfəməs lˈæŋɡwɪdʒ; ˈʌɾɚɹ ˈaɪdəlnəs, ðɪ ˈɔːlmoʊst ˌʌnɹᵻstɹˈɪktᵻd ɐdmˈɪʃən ʌv mˈʌni ænd lˈʌkʃɚɹiz;|dɹˈɪŋk, ɡˈeɪmɪŋ, əbsˈiːn ænd blˈæsfəməs lˈæŋɡwɪdʒ; ˈʌɾɚɹ ˈaɪdəlnəs, ðɪ ˈɔːlmoʊst ˌʌnɹᵻstɹˈɪktᵻd ɐdmˈɪʃən ʌv mˈʌni ænd lˈʌkʃɚɹiz;
01066|LJSpeech|nˈoʊ ˈaɪdəlnəs wʌz pɚmˈɪɾᵻd ɐmˌʌŋ ðɪ ˈɪnmeɪts. tɹˈeɪdz wɜː tˈɔːt, ɔːɹ pɹˈɪzənɚz wɜːɹ ɐlˈaʊd tə fˈɑːloʊ ðɛɹ ˈoʊn ɪf sˈuːɾəbəl.|nˈoʊ ˈaɪdəlnəs wʌz pɚmˈɪɾᵻd ɐmˌʌŋ ðɪ ˈɪnmeɪts. tɹˈeɪdz wɜː tˈɔːt, ɔːɹ pɹˈɪzənɚz wɜːɹ ɐlˈaʊd tə fˈɑːloʊ ðɛɹ ˈoʊn ɪf sˈuːɾəbəl.
00626|LJSpeech|hˌævɪŋ bˌɪn kəmˈɪɾᵻd tə klˈɜːkənwˌɛl,|hˌævɪŋ bˌɪn kəmˈɪɾᵻd tə klˈɜːkənwˌɛl,
00706|LJSpeech|ˈɔːl ðə kəntˈeɪdʒən ænd pɹˈɑːflɪɡəsi wˌɪtʃ pɹɪvˈeɪld ɪn ðɪs pˈɑːɹt ʌvðə pɹˈɪzən, ˈɛnd kwˈoʊt.|ˈɔːl ðə kəntˈeɪdʒən ænd pɹˈɑːflɪɡəsi wˌɪtʃ pɹɪvˈeɪld ɪn ðɪs pˈɑːɹt ʌvðə pɹˈɪzən, ˈɛnd kwˈoʊt.
00609|LJSpeech|ðiːz ˈɔfən ɹᵻmˈeɪnd ɪn nˈuːɡeɪt fɔːɹ sˈɪks mˈʌnθs, sˈʌmtaɪmz ɐ jˈɪɹ, ɪn sˌʌm kˈeɪsᵻz lˈɔŋɡɚ;|ðiːz ˈɔfən ɹᵻmˈeɪnd ɪn nˈuːɡeɪt fɔːɹ sˈɪks mˈʌnθs, sˈʌmtaɪmz ɐ jˈɪɹ, ɪn sˌʌm kˈeɪsᵻz lˈɔŋɡɚ;
01328|LJSpeech|æt wˈɔːlsɔːl, ɪn stˈæfɚdʃɚ,|æt wˈɔːlsɔːl, ɪn stˈæfɚdʃɚ,
01474|LJSpeech|nˌɑːt ˈoʊnli wɜː ðə wˈɔːɹdz ðˈʌs nˈiːdləsli kɹˈæmd, ænd fɔːɹ nˈoʊ ɹˈiːzən bˌʌt ðə nˈɪɡɚdlinəs ʌvðə kˌɔːɹpɚɹˈeɪʃən wˌɪtʃ ɹᵻfjˈuːzd ɐ pɹˈɑːpɚ səplˈaɪ ʌv bˈɛdɪŋ|nˌɑːt ˈoʊnli wɜː ðə wˈɔːɹdz ðˈʌs nˈiːdləsli kɹˈæmd, ænd fɔːɹ nˈoʊ ɹˈiːzən bˌʌt ðə nˈɪɡɚdlinəs ʌvðə kˌɔːɹpɚɹˈeɪʃən wˌɪtʃ ɹᵻfjˈuːzd ɐ pɹˈɑːpɚ səplˈaɪ ʌv bˈɛdɪŋ
00394|LJSpeech|ðə kˈiːpɚɹ ʌvðə lˈɑːɹdʒ tˈæpɹˈuːm kˈɔːld ðə bɹˈeɪs, bɪkˈʌz ɪt wʌz wˈʌns kˈɛpt baɪ tˈuː bɹˈʌðɚz nˈeɪmd pˈɑːɹtɹɪdʒ, ˈɔːlsoʊ pˈeɪd hˌɪm tˈoʊl.|ðə kˈiːpɚɹ ʌvðə lˈɑːɹdʒ tˈæpɹˈuːm kˈɔːld ðə bɹˈeɪs, bɪkˈʌz ɪt wʌz wˈʌns kˈɛpt baɪ tˈuː bɹˈʌðɚz nˈeɪmd pˈɑːɹtɹɪdʒ, ˈɔːlsoʊ pˈeɪd hˌɪm tˈoʊl.
01656|LJSpeech|dˈʊɹɹɪŋ ðə tˈuːmʌlt ɐ pɹˈɪzənɚ, hˌuː wʌz wˈʌn ʌvðə wˈɜːst ʌvðə ɹˈaɪəɾɚz, wʌz bɹˈuːzd ɐbˌaʊt ðə hˈɛd ænd bˈɑːdi.|dˈʊɹɹɪŋ ðə tˈuːmʌlt ɐ pɹˈɪzənɚ, hˌuː wʌz wˈʌn ʌvðə wˈɜːst ʌvðə ɹˈaɪəɾɚz, wʌz bɹˈuːzd ɐbˌaʊt ðə hˈɛd ænd bˈɑːdi.
00598|LJSpeech|fˈoːɹ fɔːɹ fˈoːɹtiːn jˈɪɹz, ænd θɹˈiː ʌv ðˌɛm pˈɜːsənz sˈɛntənst tə fˈaɪnz ɔːɹ ʃˈɔːɹt ɪmpɹˈɪzənmənt wˈʌn fɔːɹ lˈɪɾəl mˈoːɹ ðˌænə mˈʌnθ.|fˈoːɹ fɔːɹ fˈoːɹtiːn jˈɪɹz, ænd θɹˈiː ʌv ðˌɛm pˈɜːsənz sˈɛntənst tə fˈaɪnz ɔːɹ ʃˈɔːɹt ɪmpɹˈɪzənmənt wˈʌn fɔːɹ lˈɪɾəl mˈoːɹ ðˌænə mˈʌnθ.
00155|LJSpeech|ðə pˈeɪpɚɹ ˌɔn wˌɪtʃ ðə pɹˈɪntɪŋ ɪz təbi dˈʌn ɪz ɐ nˈɛsᵻsɚɹi pˈɑːɹt ʌv ˌaʊɚ sˈʌbdʒɛkt:|ðə pˈeɪpɚɹ ˌɔn wˌɪtʃ ðə pɹˈɪntɪŋ ɪz təbi dˈʌn ɪz ɐ nˈɛsᵻsɚɹi pˈɑːɹt ʌv ˌaʊɚ sˈʌbdʒɛkt:
01438|LJSpeech|wˈɪljəm kɹˈɔːfɚd hɐdbɪn wˈʌn ʌvðə pɹəmˈoʊɾɚz ænd mˈænɪdʒɚz ʌvðə fɪlɐnθɹˈɑːpɪk səsˈaɪəɾiz fˈɑːɹm skˈuːl.|wˈɪljəm kɹˈɔːfɚd hɐdbɪn wˈʌn ʌvðə pɹəmˈoʊɾɚz ænd mˈænɪdʒɚz ʌvðə fɪlɐnθɹˈɑːpɪk səsˈaɪəɾiz fˈɑːɹm skˈuːl.
01994|LJSpeech|pˈɑːm, æz sˈuːn æz hiː wʌz sˈiːɾᵻd ɪnðə kˈɑːɹt,|pˈɑːm, æz sˈuːn æz hiː wʌz sˈiːɾᵻd ɪnðə kˈɑːɹt,
00335|LJSpeech|nˈiːld fˈaʊnd æt hɪz vˈɪzɪt tə nˈuːɡeɪt ɪn ˈeɪtiːn tˈɛn,|nˈiːld fˈaʊnd æt hɪz vˈɪzɪt tə nˈuːɡeɪt ɪn ˈeɪtiːn tˈɛn,
01872|LJSpeech|kəmjˈuːnᵻkˌeɪɾɪŋ hɪz ˈoʊn skˈɪl ænd ˈæptɪtˌuːd ɪn kɹˈaɪm, ɔːɹ ɐkwˈaɪɚɹɪŋ ðə lˈɛsənz ʌv ɡɹˈeɪɾɚɹ ɐdˈɛpts. hiː hɐz ˈæksɛs tə nˈuːzpeɪpɚz, ænd ʌv kˈoːɹs|kəmjˈuːnᵻkˌeɪɾɪŋ hɪz ˈoʊn skˈɪl ænd ˈæptɪtˌuːd ɪn kɹˈaɪm, ɔːɹ ɐkwˈaɪɚɹɪŋ ðə lˈɛsənz ʌv ɡɹˈeɪɾɚɹ ɐdˈɛpts. hiː hɐz ˈæksɛs tə nˈuːzpeɪpɚz, ænd ʌv kˈoːɹs
02007|LJSpeech|baɪ pɹˈæktɪs ðɪ ˈɑːɹt ɪz mˈʌtʃ ɪmpɹˈuːvd, ænd ðɛɹ ɪz nˈoʊ pˈɑːɹt ʌvðə wˈɜːld ɪnwˌɪtʃ vˈɪlənz ɑːɹ hˈæŋd ɪn sˌoʊ nˈiːt ɐ mˈænɚ, ænd wɪð sˌoʊ lˈɪɾəl sˈɛɹᵻməni.|baɪ pɹˈæktɪs ðɪ ˈɑːɹt ɪz mˈʌtʃ ɪmpɹˈuːvd, ænd ðɛɹ ɪz nˈoʊ pˈɑːɹt ʌvðə wˈɜːld ɪnwˌɪtʃ vˈɪlənz ɑːɹ hˈæŋd ɪn sˌoʊ nˈiːt ɐ mˈænɚ, ænd wɪð sˌoʊ lˈɪɾəl sˈɛɹᵻməni.
01536|LJSpeech|wˌɛn ðə wˈɔːɹdzmən wʌzɐ mˈæn ʌv sˌʌm ˌɛdʒuːkˈeɪʃən, wɪð sˌʌm nˈɑːlɪdʒ ʌv lˈiːɡəl ʃᵻkˈeɪnˌɛɹi ɡˈeɪnd baɪ pˈɜːsənəl ɛkspˈiəɹɪəns, hiː mˌaɪt ˈæd kənsˈɪdɚɹəbli tə hɪz ɪmˈɑːljuːmənts|wˌɛn ðə wˈɔːɹdzmən wʌzɐ mˈæn ʌv sˌʌm ˌɛdʒuːkˈeɪʃən, wɪð sˌʌm nˈɑːlɪdʒ ʌv lˈiːɡəl ʃᵻkˈeɪnˌɛɹi ɡˈeɪnd baɪ pˈɜːsənəl ɛkspˈiəɹɪəns, hiː mˌaɪt ˈæd kənsˈɪdɚɹəbli tə hɪz ɪmˈɑːljuːmənts
00556|LJSpeech|ðɪs ɡɹˈædʒuːəli wʌz fˈoːɹst əpˌɑːn ðə kˈɑːnʃəsnəs ʌvðə kˌɔːɹpɚɹˈeɪʃən,|ðɪs ɡɹˈædʒuːəli wʌz fˈoːɹst əpˌɑːn ðə kˈɑːnʃəsnəs ʌvðə kˌɔːɹpɚɹˈeɪʃən,
01274|LJSpeech|ɪn ˈʌðɚz mˈiːt, sˈuːp, ɡɹˈuːəl, bˈɪɹ wɜː ɡˈɪvən.|ɪn ˈʌðɚz mˈiːt, sˈuːp, ɡɹˈuːəl, bˈɪɹ wɜː ɡˈɪvən.
00323|LJSpeech|ˌʌndɚ fˈɔːɹɾi ʃˈɪlɪŋz ɚɹˈaɪzɪŋ wɪðˌɪn ðə sˈɪɾi.|ˌʌndɚ fˈɔːɹɾi ʃˈɪlɪŋz ɚɹˈaɪzɪŋ wɪðˌɪn ðə sˈɪɾi.
00537|LJSpeech|fɔːɹ ðɪs ænd ˈʌðɚɹ ˈækts ʌv mɪskˈɑːndʌkt ðɛɹwˌʌz ðə dˈɪsɪplˌɪn ʌvðə ɹᵻfɹˈæktɚɹi wˈɔːɹd, ˈɔːɹ "stɹˈɔŋ ɹˈuːm" ɔnðə dˈɛɾɚz sˈaɪd.|fɔːɹ ðɪs ænd ˈʌðɚɹ ˈækts ʌv mɪskˈɑːndʌkt ðɛɹwˌʌz ðə dˈɪsɪplˌɪn ʌvðə ɹᵻfɹˈæktɚɹi wˈɔːɹd, ˈɔːɹ "stɹˈɔŋ ɹˈuːm" ɔnðə dˈɛɾɚz sˈaɪd.
01912|LJSpeech|ðə nᵻɡlˈɛkt ʌvðə kəndˈɛmd kˈɑːnvɪkts, ðə fˈɪlθi kəndˈɪʃən ʌvðə wˈɔːɹdz, ðɪ ɪnsəfˈɪʃənsi ʌv bˈɛdɪŋ ænd klˈoʊðɪŋ,|ðə nᵻɡlˈɛkt ʌvðə kəndˈɛmd kˈɑːnvɪkts, ðə fˈɪlθi kəndˈɪʃən ʌvðə wˈɔːɹdz, ðɪ ɪnsəfˈɪʃənsi ʌv bˈɛdɪŋ ænd klˈoʊðɪŋ,
01054|LJSpeech|ðætðə tʃˈæplɪn fˈaʊnd ɪt nˈɛsᵻsɚɹi tə tˈeɪk hɪz plˈeɪs bᵻfˌoːɹ ðeɪ ˈɛntɚd tʃˈæpəl, æz hiː kʊd nˌɑːt ˈʌðɚwˌaɪz hæv fˈeɪsd ðə smˈɛl.|ðætðə tʃˈæplɪn fˈaʊnd ɪt nˈɛsᵻsɚɹi tə tˈeɪk hɪz plˈeɪs bᵻfˌoːɹ ðeɪ ˈɛntɚd tʃˈæpəl, æz hiː kʊd nˌɑːt ˈʌðɚwˌaɪz hæv fˈeɪsd ðə smˈɛl.
01306|LJSpeech|ðætðə dʒˈeɪlz ɐtˈætʃt tə kˈɔːɹpɚɹət dʒˌʊɹɹɪsdˈɪkʃənz kəntˈɪnjuː təbi ðə fɹˈuːtfəl sˈoːɹsᵻz|ðætðə dʒˈeɪlz ɐtˈætʃt tə kˈɔːɹpɚɹət dʒˌʊɹɹɪsdˈɪkʃənz kəntˈɪnjuː təbi ðə fɹˈuːtfəl sˈoːɹsᵻz
00451|LJSpeech|wʌz ɐplˈaɪd ˈoʊnli tə ðə ɹᵻlˈiːs ʌv pˈʊɹ dˈɛɾɚz hˈuːm fˈoːɹ pˈaʊndz ˈiːtʃ kʊd fɹˈiː.|wʌz ɐplˈaɪd ˈoʊnli tə ðə ɹᵻlˈiːs ʌv pˈʊɹ dˈɛɾɚz hˈuːm fˈoːɹ pˈaʊndz ˈiːtʃ kʊd fɹˈiː.
00457|LJSpeech|lˈʌdɡeɪt tə ðə lˈæst wʌzðə dˈɛɾɚz pɹˈɪzən fɔːɹ fɹˈiːmɛn ʌvðə sˈɪɾi ʌv lˈʌndən,|lˈʌdɡeɪt tə ðə lˈæst wʌzðə dˈɛɾɚz pɹˈɪzən fɔːɹ fɹˈiːmɛn ʌvðə sˈɪɾi ʌv lˈʌndən,
01528|LJSpeech|hiː kʊd tɹˈʌmp ˌʌp ɐ fˈɔls kəmplˈeɪnt ɐɡˈɛnst hɪz fˈɛloʊpɹˈɪzənɚ, ænd sˌoʊ ɡɛt hˌɪm pˈʌnɪʃt;|hiː kʊd tɹˈʌmp ˌʌp ɐ fˈɔls kəmplˈeɪnt ɐɡˈɛnst hɪz fˈɛloʊpɹˈɪzənɚ, ænd sˌoʊ ɡɛt hˌɪm pˈʌnɪʃt;
00876|LJSpeech|hˈaʊɚdz ˈɛnɚdʒi ænd dɪvˈoʊʃən wɜː ɹᵻwˈɔːɹdᵻd baɪ lˈaɪvli sˈɪmpəθi, bˌʌt ðə dɪzˈaɪɚ tʊ ɪmpɹˈuːv wˌɪtʃ fˈɑːloʊd hɪz ɛkspˈoʊʒɚz wʌz bˌʌt ʃˈɔːɹtlˈɪvd.|hˈaʊɚdz ˈɛnɚdʒi ænd dɪvˈoʊʃən wɜː ɹᵻwˈɔːɹdᵻd baɪ lˈaɪvli sˈɪmpəθi, bˌʌt ðə dɪzˈaɪɚ tʊ ɪmpɹˈuːv wˌɪtʃ fˈɑːloʊd hɪz ɛkspˈoʊʒɚz wʌz bˌʌt ʃˈɔːɹtlˈɪvd.
00613|LJSpeech|kˈɑːnstəntli ɐsˈoʊsɪˌeɪɾᵻd wɪð ðiːz kənvˈɪktᵻd fˈɛlənz wɜː nˈʌmbɚz ʌv dʒˈuːvənˌaɪlz, ˈɪnfənts ʌv tˈɛndɚ jˈɪɹz.|kˈɑːnstəntli ɐsˈoʊsɪˌeɪɾᵻd wɪð ðiːz kənvˈɪktᵻd fˈɛlənz wɜː nˈʌmbɚz ʌv dʒˈuːvənˌaɪlz, ˈɪnfənts ʌv tˈɛndɚ jˈɪɹz.
01717|LJSpeech|bˌʌt hiː ˈæftɚwɚdz ɐdmˈɪɾᵻd ðætðə ɡˈɜːl hɐdbɪn ɹˌɛkəmˈɛndᵻd tə hˌɪm baɪ ðə pɹˈɪnsɪpəl tˈɜːŋkiː, hˌuː nˈuː sˈʌmθɪŋ ʌv hɜː fɹˈɛndz.|bˌʌt hiː ˈæftɚwɚdz ɐdmˈɪɾᵻd ðætðə ɡˈɜːl hɐdbɪn ɹˌɛkəmˈɛndᵻd tə hˌɪm baɪ ðə pɹˈɪnsɪpəl tˈɜːŋkiː, hˌuː nˈuː sˈʌmθɪŋ ʌv hɜː fɹˈɛndz.
